doc_id,document_link,page_count,cleaned_filer_names,member_name,member_id,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500007359,https://www.documentcloud.org/documents/24151741-500007359,15,Sean O'Brien,"Quigley, Mike",Q000023,FALSE,IL,5,D,2012,Original,2012-02-19,2012-02-22,4,German Marshall Fund Of The United States; The Henry Jackson Society,"London, United Kingdom",international,NA
500007495,https://www.documentcloud.org/documents/24151628-500007495,9,Paul Berkowitz,"Rohrabacher, Dana",R000409,FALSE,CA,48,R,2012,Original,2012-03-29,2012-04-02,5,Aspen Institute Germany,"Berlin, Germany",international,NA
500007499,https://www.documentcloud.org/documents/24151625-500007499,18,Earl Blumenauer,"Blumenauer, Earl",B000574,TRUE,OR,3,D,2012,Original,2012-03-30,2012-04-08,10,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007500,https://www.documentcloud.org/documents/24151624-500007500,17,Diana DeGette,"DeGette, Diana",D000197,TRUE,CO,1,D,2012,Original,2012-03-29,2012-04-05,8,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007522,https://www.documentcloud.org/documents/24151604-500007522,26,Jan Schakowsky,"Schakowsky, Janice",S001145,TRUE,IL,9,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007523,https://www.documentcloud.org/documents/24151603-500007523,17,Sam Farr,"Farr, Sam",F000030,TRUE,CA,20,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007528,https://www.documentcloud.org/documents/24151599-500007528,21,Bobby L. Rush,"Rush, Bobby L.",R000515,TRUE,IL,1,D,2012,Original,2012-03-30,2012-04-06,8,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007531,https://www.documentcloud.org/documents/24151596-500007531,20,Henry A. Waxman,"Waxman, Henry A.",W000215,TRUE,CA,33,D,2012,Original,2012-03-29,2012-04-05,8,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007533,https://www.documentcloud.org/documents/24151594-500007533,20,Nick J. Rahall,"Rahall, Nick J.",R000011,TRUE,WV,3,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007537,https://www.documentcloud.org/documents/24151592-500007537,18,Zoe Lofgren,"Lofgren, Zoe",L000397,TRUE,CA,18,D,2012,Original,2012-03-30,2012-04-08,10,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007545,https://www.documentcloud.org/documents/24151587-500007545,26,Steve Cohen,"Cohen, Steve",C001068,TRUE,TN,9,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007549,https://www.documentcloud.org/documents/24151580-500007549,22,Rush Holt,"Holt, Rush",H001032,TRUE,NJ,12,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007578,https://www.documentcloud.org/documents/24151562-500007578,26,Donna Christensen,"Christensen, Donna M.",C000380,TRUE,VI,0,D,2012,Original,2012-03-31,2012-04-05,6,Aspen Institute,"Saint Croix, VI; Saint Thomas, VI; Sao Paulo, Brazil",international,NA
500007928,https://www.documentcloud.org/documents/24151305-500007928,22,Travis Robey,"Kind, Ron",K000188,FALSE,WI,3,D,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500007931,https://www.documentcloud.org/documents/24151302-500007931,14,Lisa Quigley,"Cooper, Jim",C000754,FALSE,TN,5,D,2012,Original,2012-05-19,2012-05-26,8,U.S. Association Of Former Members Of Congress,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007934,https://www.documentcloud.org/documents/24151293-500007934,22,Philip S. Barnett,"Waxman, Henry A.",W000215,FALSE,CA,33,D,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500007935,https://www.documentcloud.org/documents/24151292-500007935,16,Gabe Neville,"Pitts, Joseph R.",P000373,FALSE,PA,16,R,2012,Original,2012-05-17,2012-05-25,9,U.S. Association Of Former Members Of Congress,"Berlin, Germany; Munich, Germany",international,NA
500007942,https://www.documentcloud.org/documents/24151296-500007942,15,Seth Appleton,"Luetkemeyer, Blaine",L000569,FALSE,MO,3,R,2012,Original,2012-05-19,2012-05-26,8,U.S Association Of Former Members Of Congress Congressional Study Group On Turkey,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007948,https://www.documentcloud.org/documents/24151287-500007948,15,Adam Howard,"Turner, Michael",T000463,FALSE,OH,10,R,2012,Original,2012-05-19,2012-05-26,8,U.S Association Of Former Members Of Congress Congressional Study Group On Turkey,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007958,https://www.documentcloud.org/documents/24151277-500007958,18,Yelberton Watkins,"Clyburn, James",C000537,FALSE,SC,6,D,2012,Original,2012-05-19,2012-05-24,6,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500007959,https://www.documentcloud.org/documents/24151276-500007959,15,Kevin Ryan,"Lynch, Stephen",L000562,FALSE,MA,8,D,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500007962,https://www.documentcloud.org/documents/24151273-500007962,19,Steven E. Moore,"Roskam, Peter",R000580,FALSE,IL,6,R,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Groups,"Berlin, Germany; Munich, Germany",international,NA
500007965,https://www.documentcloud.org/documents/24151271-500007965,22,William Tighe,"Marino, Tom",M001179,FALSE,PA,12,R,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500007967,https://www.documentcloud.org/documents/24151269-500007967,25,Randy Kutz,"Franks, Trent",F000448,FALSE,AZ,8,R,2012,Original,2012-05-19,2012-05-26,8,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007982,https://www.documentcloud.org/documents/24151258-500007982,18,Jennifer Goedke,"Woolsey, Lynn C.",W000738,FALSE,CA,6,D,2012,Original,2012-05-26,2012-06-05,11,German Marshall Fund Of The United States,"Arusha, Tanzania; Dar Es Salaam, Tanzania",international,NA
500007986,https://www.documentcloud.org/documents/24151254-500007986,16,Michael Staley,"Bachus, Spencer",B000013,FALSE,AL,6,R,2012,Original,2012-05-19,2012-05-25,7,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500008000,https://www.documentcloud.org/documents/24151244-500008000,18,Katy Quinn,"Smith, Adam",S000510,FALSE,WA,9,D,2012,Original,2012-05-26,2012-06-05,11,German Marshall Fund Of The United States,"Arusha, Tanzania; Dar Es Salaam, Tanzania",international,NA
500008017,https://www.documentcloud.org/documents/24151228-500008017,18,Aaron Ranck,"Bachus, Spencer",B000013,FALSE,AL,6,R,2012,Original,2012-05-26,2012-06-03,9,German Marshall Fund Of The United States,"Arusha, Tanzania; Dar Es Salaam, Tanzania",international,NA
500008231,https://www.documentcloud.org/documents/24151060-500008231,16,Jim McDermott,"McDermott, Jim",M000404,TRUE,WA,7,D,2012,Original,2012-08-11,2012-08-16,6,Aspen Institute,"Brussels, Belgium",international,NA
500008236,https://www.documentcloud.org/documents/24151058-500008236,25,Jan Schakowsky,"Schakowsky, Janice",S001145,TRUE,IL,9,D,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008237,https://www.documentcloud.org/documents/24151057-500008237,16,Maurice Hinchey,"Hinchey, Maurice D.",H000627,TRUE,NY,22,D,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008238,https://www.documentcloud.org/documents/24151056-500008238,17,Tom Marino,"Marino, Tom",M001179,TRUE,PA,12,R,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008240,https://www.documentcloud.org/documents/24151054-500008240,16,Tom Cole,"Cole, Tom",C001053,TRUE,OK,4,R,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008241,https://www.documentcloud.org/documents/24151053-500008241,23,John A. Yarmuth,"Yarmuth, John A.",Y000062,TRUE,KY,3,D,2012,Original,2012-08-12,2012-08-17,6,Aspen Institute,"Brussels, Belgium",international,NA
500008242,https://www.documentcloud.org/documents/24151052-500008242,17,Diana DeGette,"DeGette, Diana",D000197,TRUE,CO,1,D,2012,Original,2012-08-11,2012-08-21,11,Aspen Institute,"Brussels, Belgium; Paris, France",international,NA
500008244,https://www.documentcloud.org/documents/24151050-500008244,24,Lynn Woolsey,"Woolsey, Lynn C.",W000738,TRUE,CA,6,D,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008255,https://www.documentcloud.org/documents/24151041-500008255,16,Anna Eshoo,"Eshoo, Anna",E000215,TRUE,CA,16,D,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008262,https://www.documentcloud.org/documents/24151036-500008262,23,Steve Cohen,"Cohen, Steve",C001068,TRUE,TN,9,D,2012,Original,2012-08-09,2012-08-17,9,Aspen Institute,"Amsterdam, Netherlands; Brussels, Belgium",international,NA
500008265,https://www.documentcloud.org/documents/24151033-500008265,16,David E. Price,"Price, David E.",P000523,TRUE,NC,4,D,2012,Original,2012-08-07,2012-08-17,11,Aspen Institute,"Brussels, Belgium",international,NA
500008266,https://www.documentcloud.org/documents/24151032-500008266,16,Lloyd Doggett,"Doggett, Lloyd",D000399,TRUE,TX,37,D,2012,Original,2012-08-11,2012-08-21,11,Aspen Institute,"Brussels, Belgium",international,NA
500008268,https://www.documentcloud.org/documents/24151030-500008268,15,Loretta Sanchez,"Sanchez, Loretta",S000030,TRUE,CA,46,D,2012,Original,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",international,NA
500008273,https://www.documentcloud.org/documents/24151026-500008273,15,Zoe Lofgren,"Lofgren, Zoe",L000397,TRUE,CA,18,D,2012,Original,2012-08-12,2012-08-17,6,Aspen Institute,"Brussels, Belgium",international,NA
500008285,https://www.documentcloud.org/documents/24151018-500008285,16,Gregory Meeks,"Meeks, Gregory",M001137,TRUE,NY,5,D,2012,Original,2012-08-13,2012-08-16,4,Aspen Institute,"Brussels, Belgium",international,NA
500008299,https://www.documentcloud.org/documents/24151008-500008299,14,Eric Sayers,"Forbes, J. Randy",F000445,FALSE,VA,4,R,2012,Original,2012-08-18,2012-08-24,7,Project 2049 Institute,"Osaka, Japan; Tokyo, Japan",international,NA
500008503,https://www.documentcloud.org/documents/24150893-500008503,2,Jerrold Nadler,"Nadler, Jerrold",N000002,TRUE,NY,12,D,2012,Amendment,2012-08-11,2012-08-20,10,Aspen Institute,"Brussels, Belgium; Paris, France",international,NA
500008515,https://www.documentcloud.org/documents/24150886-500008515,19,Fred Upton,"Upton, Fred",U000031,TRUE,MI,6,R,2012,Original,2012-11-08,2012-11-12,5,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008516,https://www.documentcloud.org/documents/24150885-500008516,22,Shelley Moore Capito,"Capito, Shelley Moore",C001047,TRUE,WV,2,R,2012,Original,2012-11-08,2012-11-13,6,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008517,https://www.documentcloud.org/documents/24150884-500008517,19,Mike J. Rogers,"Rogers, Mike",R000575,TRUE,AL,3,R,2012,Original,2012-11-08,2012-11-13,6,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,"NEED TO CONFIRM whether this record is correctly attributed to Mike Rogers from AL 3, or if it should be associated with Mike Rogers from MI 8"
500008522,https://www.documentcloud.org/documents/24150882-500008522,22,Patrick J. Tiberi,"Tiberi, Patrick",T000462,TRUE,OH,12,R,2012,Original,2012-11-08,2012-11-14,7,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008526,https://www.documentcloud.org/documents/24150878-500008526,17,Greg Walden,"Walden, Greg",W000791,TRUE,OR,2,R,2012,Original,2012-11-08,2012-11-13,6,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008527,https://www.documentcloud.org/documents/24150877-500008527,30,Pete Sessions,"Sessions, Pete",S000250,TRUE,TX,17,R,2012,Original,2012-11-09,2012-11-14,6,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008528,https://www.documentcloud.org/documents/24150876-500008528,30,Luis Gutierrez,"Gutierrez, Luis",G000535,TRUE,IL,4,D,2012,Original,2012-11-07,2012-11-14,8,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008530,https://www.documentcloud.org/documents/24150874-500008530,32,Spencer Bachus,"Bachus, Spencer",B000013,TRUE,AL,6,R,2012,Original,2012-11-07,2012-11-13,7,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008536,https://www.documentcloud.org/documents/24150868-500008536,27,Doug Lamborn,"Lamborn, Doug",L000564,TRUE,CO,5,R,2012,Original,2012-11-08,2012-11-14,7,Ripon Society;Franklin Center For Global Policy Exchange,"Buenos Aires, Argentina",international,NA
500008585,https://www.documentcloud.org/documents/24150829-500008585,15,Betty McCollum,"McCollum, Betty",M001143,TRUE,MN,4,D,2013,Original,2013-01-06,2013-01-11,6,German Marshall Fund Of The United States;Robert Bosch Stiftung,"Casablanca, Morocco; Rabat, Morocco",international,NA
500008595,https://www.documentcloud.org/documents/24150817-500008595,22,Frank D. Lucas,"Lucas, Frank",L000491,TRUE,OK,3,R,2013,Original,2013-01-06,2013-01-12,7,German Marshall Fund Of The United States;Robert Bosch Stiftung,"Casablanca, Morocco; Rabat, Morocco",international,NA
500008737,https://www.documentcloud.org/documents/24150698-500008737,15,Heidi Ross,"Engel, Eliot L.",E000179,FALSE,NY,16,D,2013,Original,2013-01-12,2013-01-19,8,The Center For Strategic And International Studies,"Durban, South Africa; Johannesburg, South Africa; Pretoria, South Africa",international,NA
500009026,https://www.documentcloud.org/documents/24150477-500009026,13,Loretta Sanchez,"Sanchez, Loretta",S000030,TRUE,CA,46,D,2013,Original,2013-02-15,2013-02-24,10,German Marshall Fund Of The United States;Robert Bosch Stiftung,"Berlin, Germany; Munich, Germany; Rome, Italy",international,NA
500009028,https://www.documentcloud.org/documents/24150475-500009028,15,Jim McDermott,"McDermott, Jim",M000404,TRUE,WA,7,D,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"New Delhi, India",international,NA
500009029,https://www.documentcloud.org/documents/24150474-500009029,15,Rush Holt,"Holt, Rush",H001032,TRUE,NJ,12,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009030,https://www.documentcloud.org/documents/24150473-500009030,14,Ed Perlmutter,"Perlmutter, Ed",P000593,TRUE,CO,7,D,2013,Original,2013-02-15,2013-02-20,6,German Marshall Fund Of The United States,"Berlin, Germany; Elmau, Germany",international,NA
500009038,https://www.documentcloud.org/documents/24150471-500009038,17,David Cicilline,"Cicilline, David",C001084,TRUE,RI,1,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Washington, DC; Bangalore, India; New Delhi, India",international,NA
500009039,https://www.documentcloud.org/documents/24150470-500009039,15,Rick Larsen,"Larsen, Rick",L000560,TRUE,WA,2,D,2013,Original,2013-02-16,2013-02-23,8,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009040,https://www.documentcloud.org/documents/24150469-500009040,15,Richard Hanna,"Hanna, Richard L.",H001051,TRUE,NY,22,R,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009042,https://www.documentcloud.org/documents/24150468-500009042,18,Lloyd Doggett,"Doggett, Lloyd",D000399,TRUE,TX,37,D,2013,Original,2013-02-16,2013-02-26,11,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009048,https://www.documentcloud.org/documents/24150464-500009048,19,Bennie G. Thompson,"Thompson, Bennie",T000193,TRUE,MS,2,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009066,https://www.documentcloud.org/documents/24150454-500009066,17,Steve Cohen,"Cohen, Steve",C001068,TRUE,TN,9,D,2013,Original,2013-02-15,2013-02-25,11,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009069,https://www.documentcloud.org/documents/24150453-500009069,16,John F. Tierney,"Tierney, John F.",T000266,TRUE,MA,6,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009071,https://www.documentcloud.org/documents/24150452-500009071,16,Donna F. Edwards,"Edwards, Donna F.",E000290,TRUE,MD,4,D,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009082,https://www.documentcloud.org/documents/24150444-500009082,15,George Miller,"Miller, George",M000725,TRUE,CA,11,D,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India",international,NA
500009091,https://www.documentcloud.org/documents/24150435-500009091,23,Bobby L. Rush,"Rush, Bobby L.",R000515,TRUE,IL,1,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009092,https://www.documentcloud.org/documents/24150431-500009092,19,Diana DeGette,"DeGette, Diana",D000197,TRUE,CO,1,D,2013,Original,2013-02-24,2013-02-25,2,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009096,https://www.documentcloud.org/documents/24150433-500009096,15,Zoe Lofgren,"Lofgren, Zoe",L000397,TRUE,CA,18,D,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009103,https://www.documentcloud.org/documents/24150425-500009103,17,Jim Costa,"Costa, Jim",C001059,TRUE,CA,21,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009119,https://www.documentcloud.org/documents/24150417-500009119,12,Spencer Bachus,"Bachus, Spencer",B000013,TRUE,AL,6,R,2013,Original,2013-02-15,2013-02-20,6,German Marshall Fund Of The United States,"Berlin, Germany; Elmau, Germany",international,NA
500009123,https://www.documentcloud.org/documents/24150415-500009123,20,Peter J. Roskam,"Roskam, Peter",R000580,TRUE,IL,6,R,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009125,https://www.documentcloud.org/documents/24150413-500009125,19,Jason Chaffetz,"Chaffetz, Jason",C001076,TRUE,UT,3,R,2013,Original,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India",international,NA
500009127,https://www.documentcloud.org/documents/24150411-500009127,16,Susan A. Davis,"Davis, Susan A.",D000598,TRUE,CA,53,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"New Delhi, India",international,NA
500009129,https://www.documentcloud.org/documents/24150409-500009129,15,Steve King,"King, Steve",K000362,TRUE,IA,4,R,2013,Original,2013-02-15,2013-02-25,11,German Marshall Fund Of The United States,"Berlin, Germany; Elmau, Germany",international,NA
500009131,https://www.documentcloud.org/documents/24150407-500009131,19,David E. Price,"Price, David E.",P000523,TRUE,NC,4,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",international,NA
500009137,https://www.documentcloud.org/documents/24150404-500009137,16,Gerald Connolly,"Connolly, Gerald",C001078,TRUE,VA,11,D,2013,Original,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India",international,NA
500009171,https://www.documentcloud.org/documents/24150376-500009171,18,Rob Bishop,"Bishop, Rob",B001250,TRUE,UT,1,R,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009173,https://www.documentcloud.org/documents/24150375-500009173,28,Tim Ryan,"Ryan, Tim",R000577,TRUE,OH,13,D,2013,Original,2013-03-24,2013-03-29,6,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009175,https://www.documentcloud.org/documents/24150374-500009175,17,Laura Kent,"Dent, Charles",D000604,FALSE,PA,15,R,2013,Original,2013-03-23,2013-03-30,8,Center For Strategic And International Studies,"Livingstone, Zambia; Lusaka, Zambia",international,NA
500009177,https://www.documentcloud.org/documents/24150372-500009177,29,Tim Murphy,"Murphy, Tim",M001151,TRUE,PA,18,R,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009179,https://www.documentcloud.org/documents/24150370-500009179,12,Theresa Vawter,"Granger, Kay",G000377,FALSE,TX,12,R,2013,Original,2013-03-23,2013-03-30,8,Center For Strategic And International Studies,"Livingstone, Zambia; Lusaka, Zambia",international,NA
500009181,https://www.documentcloud.org/documents/24150369-500009181,29,Charles Dent,"Dent, Charles",D000604,TRUE,PA,15,R,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009192,https://www.documentcloud.org/documents/24150363-500009192,28,Jim Costa,"Costa, Jim",C001059,TRUE,CA,21,D,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009204,https://www.documentcloud.org/documents/24150354-500009204,22,Gene Green,"Green, Gene",G000410,TRUE,TX,29,D,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009206,https://www.documentcloud.org/documents/24150353-500009206,29,Jim Cooper,"Cooper, Jim",C000754,TRUE,TN,5,D,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009207,https://www.documentcloud.org/documents/24150352-500009207,16,Earl Blumenauer,"Blumenauer, Earl",B000574,TRUE,OR,3,D,2013,Original,2013-03-29,2013-04-07,10,Aspen Institute,"Istanbul, Turkey",international,NA
500009211,https://www.documentcloud.org/documents/24150349-500009211,29,Diana DeGette,"DeGette, Diana",D000197,TRUE,CO,1,D,2013,Original,2013-03-22,2013-03-29,8,U.S. Association Of Former Members Of Congress Congressional Study Group On Germany,"Berlin, Germany; Munich, Germany",international,NA
500009216,https://www.documentcloud.org/documents/24150344-500009216,20,Anna Eshoo,"Eshoo, Anna",E000215,TRUE,CA,16,D,2013,Original,2013-03-28,2013-04-07,11,Aspen Institute,"Istanbul, Turkey; Paris, France",international,NA
500009228,https://www.documentcloud.org/documents/24150340-500009228,20,Henry A. Waxman,"Waxman, Henry A.",W000215,TRUE,CA,33,D,2013,Original,2013-03-27,2013-04-07,12,Aspen Institute,"Istanbul, Turkey; Tel Aviv, Israel",international,NA
500009229,https://www.documentcloud.org/documents/24150339-500009229,28,Greg Walden,"Walden, Greg",W000791,TRUE,OR,2,R,2013,Original,2013-03-31,2013-04-07,8,Aspen Institute,"Istanbul, Turkey",international,NA
500009231,https://www.documentcloud.org/documents/24150337-500009231,2,Tom Cole,"Cole, Tom",C001053,TRUE,OK,4,R,2013,Amendment,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009232,https://www.documentcloud.org/documents/24150336-500009232,27,Jim McDermott,"McDermott, Jim",M000404,TRUE,WA,7,D,2013,Amendment,2013-04-02,2013-04-05,4,Aspen Institute,"Istanbul, Turkey",international,NA
500009233,https://www.documentcloud.org/documents/24150331-500009233,2,F. James Sensenbrenner,"Sensenbrenner, F. James",S000244,TRUE,WI,5,R,2013,Amendment,2013-03-22,2013-03-28,7,U.S. Association Of Former Members Of Congress; Atlantik-brucke;Hanns-seidel-foundation,"Andechs, Germany; Berlin, Germany; Munich, Germany",international,NA
500009234,https://www.documentcloud.org/documents/24150330-500009234,1,Theodore Deutch,"Deutch, Theodore E.",D000610,TRUE,FL,22,D,2013,Amendment,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009235,https://www.documentcloud.org/documents/24150329-500009235,16,Lucille Roybal-Allard,"Roybal-Allard, Lucille",R000486,TRUE,CA,40,D,2013,Amendment,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009241,https://www.documentcloud.org/documents/24150333-500009241,18,Barbara Lee,"Lee, Barbara",L000551,TRUE,CA,12,D,2013,Original,2013-04-01,2013-04-06,6,Aspen Institute,"Istanbul, Turkey",international,NA
500009244,https://www.documentcloud.org/documents/24150319-500009244,18,Lois Capps,"Capps, Lois",C001036,TRUE,CA,24,D,2013,Original,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009245,https://www.documentcloud.org/documents/24150318-500009245,16,Sam Farr,"Farr, Sam",F000030,TRUE,CA,20,D,2013,Original,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009249,https://www.documentcloud.org/documents/24150323-500009249,15,Fred Upton,"Upton, Fred",U000031,TRUE,MI,6,R,2013,Original,2013-03-31,2013-04-08,9,Aspen Institute,"Istanbul, Turkey",international,NA
500009250,https://www.documentcloud.org/documents/24150322-500009250,19,Zoe Lofgren,"Lofgren, Zoe",L000397,TRUE,CA,18,D,2013,Original,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009261,https://www.documentcloud.org/documents/24150307-500009261,20,Jan Schakowsky,"Schakowsky, Janice",S001145,TRUE,IL,9,D,2013,Original,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009263,https://www.documentcloud.org/documents/24150306-500009263,1,John Garamendi,"Garamendi, John",G000559,TRUE,CA,8,D,2013,Amendment,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009265,https://www.documentcloud.org/documents/24150305-500009265,1,John Delaney,"Delaney, John",D000620,TRUE,MD,6,D,2013,Amendment,2013-04-01,2013-04-06,6,Aspen Institute,"Istanbul, Turkey",international,NA
500009267,https://www.documentcloud.org/documents/24150303-500009267,16,Billy Long,"Long, Billy",L000576,TRUE,MO,7,R,2013,Original,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
500009274,https://www.documentcloud.org/documents/24150297-500009274,17,Jim Cooper,"Cooper, Jim",C000754,TRUE,TN,5,D,2013,Original,2013-04-02,2013-04-07,6,Aspen Institute,"Istanbul, Turkey",international,NA
500009277,https://www.documentcloud.org/documents/24150295-500009277,18,Nita Lowey,"Lowey, Nita M.",L000480,TRUE,NY,17,D,2013,Original,2013-03-31,2013-04-07,8,Aspen Institute,"Istanbul, Turkey",international,NA
500009286,https://www.documentcloud.org/documents/24150291-500009286,21,Jackie Speier,"Speier, Jackie",S001175,TRUE,CA,14,D,2013,Amendment,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",international,NA
