doc_id,document_link,page_count,cleaned_filer_names,member_name,member_id,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500006931,https://www.documentcloud.org/documents/24154340-500006931,11,Jessica Robertson,"Scott, Austin",S001189,FALSE,GA,8,R,2012,Original,2012-01-02,2012-01-09,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500006986,https://www.documentcloud.org/documents/24154299-500006986,11,Bob Filner,"Filner, Bob",F000116,TRUE,CA,51,D,2012,Original,2012-01-03,2012-01-12,10,International Association Of Democratic Lawyers;Vietnam Association Of Victims Of Agent Orange,"Ho Chi Minh City, Vietnam",international,NA
500006992,https://www.documentcloud.org/documents/24154294-500006992,14,Jim McDermott,"McDermott, Jim",M000404,TRUE,WA,7,D,2012,Original,2012-01-10,2012-01-13,4,US-Japan-South Korea Legislative Exchange Program at George Washington University,"Tokyo, Japan",international,NA
500006997,https://www.documentcloud.org/documents/24154290-500006997,19,Bobby L. Rush,"Rush, Bobby L.",R000515,TRUE,IL,1,D,2012,Original,2012-01-07,2012-01-17,11,Cooperative Assistance for Relief Everywhere,"Accra, Ghana; Monorovia, Liberia",international,NA
500006999,https://www.documentcloud.org/documents/24154289-500006999,16,F. James Sensenbrenner,"Sensenbrenner, F. James",S000244,TRUE,WI,5,R,2012,Original,2012-01-10,2012-01-13,4,US-Japan-South Korea Legislative Exchange Program at George Washington University;Japan-US Friendship Commission,"Tokyo, Japan",international,NA
500007006,https://www.documentcloud.org/documents/24154281-500007006,16,Tom Marino,"Marino, Tom",M001179,TRUE,PA,12,R,2012,Original,2012-01-07,2012-01-14,8,Cooperative Assistance for Relief Everywhere,"Accra, Ghana; Monorovia, Liberia",international,NA
500007038,https://www.documentcloud.org/documents/24154254-500007038,16,Robert L. Turner,"Turner, Robert L.",T000471,TRUE,NY,9,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007045,https://www.documentcloud.org/documents/24154263-500007045,29,Bill Flores,"Flores, Bill",F000461,TRUE,TX,17,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007046,https://www.documentcloud.org/documents/24154262-500007046,24,Sandra Adams,"Adams, Sandy",A000366,TRUE,FL,24,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Jerusalem, Israel; Tel Aviv, Israel",international,NA
500007057,https://www.documentcloud.org/documents/24154242-500007057,18,Reid J. Ribble,"Ribble, Reid J.",R000587,TRUE,WI,8,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007058,https://www.documentcloud.org/documents/24154241-500007058,16,Cathy McMorris Rodgers,"Rodgers, Cathy",M001159,TRUE,WA,5,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007060,https://www.documentcloud.org/documents/24154240-500007060,12,Madeleine Z. Bordallo,"Bordallo, Madeleine",B001245,TRUE,GU,0,D,2012,Original,2012-01-10,2012-01-14,5,Us-japan Legislative Exchange Program Under A Grant From The Japan-us Friendship Commision To The Gw,"Tokyo, Japan",international,NA
500007066,https://www.documentcloud.org/documents/24154235-500007066,15,Joseph Heck,"Heck, Joseph J.",H001055,TRUE,NV,3,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007101,https://www.documentcloud.org/documents/24154204-500007101,23,Thomas Jonathan Ossoff,"Johnson, Henry",J000288,FALSE,GA,4,D,2012,Original,2012-01-07,2012-01-18,12,Cooperative Assistance for Relief Everywhere,"Accra, Ghana; Monorovia, Liberia",international,NA
500007122,https://www.documentcloud.org/documents/24154192-500007122,23,Henry Johnson,"Johnson, Henry",J000288,TRUE,GA,4,D,2012,Original,2012-01-07,2012-01-13,7,Cooperative Assistance for Relief Everywhere,"Accra, Ghana; Monorovia, Liberia",international,NA
500007153,https://www.documentcloud.org/documents/24154166-500007153,12,Austin Scott,"Scott, Austin",S001189,TRUE,GA,8,R,2012,Amendment,2012-01-02,2012-01-09,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007154,https://www.documentcloud.org/documents/24154165-500007154,13,John B. Reising,"Scott, Austin",S001189,FALSE,GA,8,R,2012,Amendment,2012-01-02,2012-01-09,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007186,https://www.documentcloud.org/documents/24154139-500007186,19,Luis Gutierrez,"Gutierrez, Luis",G000535,TRUE,IL,4,D,2012,Original,2012-01-19,2012-01-22,4,Multicultural Educational Forum,"Guadalajara, Mexico",international,NA
500007342,https://www.documentcloud.org/documents/24154015-500007342,17,Austen Jensen,"Guinta, Frank C.",G000570,FALSE,NH,1,R,2012,Original,2012-02-09,2012-02-15,7,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007343,https://www.documentcloud.org/documents/24154014-500007343,18,Frank Guinta,"Guinta, Frank C.",G000570,TRUE,NH,1,R,2012,Original,2012-02-09,2012-02-15,7,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007344,https://www.documentcloud.org/documents/24154013-500007344,17,Christine C. Riffle,"Lummis, Cynthia M.",L000571,FALSE,WY,0,R,2012,Original,2012-02-09,2012-02-15,7,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007359,https://www.documentcloud.org/documents/24151741-500007359,15,Sean O'Brien,"Quigley, Mike",Q000023,FALSE,IL,5,D,2012,Original,2012-02-19,2012-02-22,4,German Marshall Fund Of The United States; The Henry Jackson Society,"London, United Kingdom",international,NA
500007366,https://www.documentcloud.org/documents/24151733-500007366,21,David Daniel Boren,"Boren, Dan",B001254,TRUE,OK,2,D,2012,Original,2012-02-18,2012-02-25,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007367,https://www.documentcloud.org/documents/24151732-500007367,20,Jaryd M. Bern,"Boren, Dan",B001254,FALSE,OK,2,D,2012,Original,2012-02-18,2012-02-25,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007381,https://www.documentcloud.org/documents/24151708-500007381,20,Jarrod Yates,"Ross, Mike",R000573,FALSE,AR,4,D,2012,Original,2012-02-18,2012-02-25,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007384,https://www.documentcloud.org/documents/24151724-500007384,21,Jackie Speier,"Speier, Jackie",S001175,TRUE,CA,14,D,2012,Original,2012-02-18,2012-02-24,7,J Street Education Fund;Women Donors Network,"Jerusalem, Israel",international,NA
500007387,https://www.documentcloud.org/documents/24151721-500007387,27,Yvette Clarke,"Clarke, Yvette",C001067,TRUE,NY,9,D,2012,Original,2012-02-17,2012-02-24,8,J Street Education Fund;Women Donors Network,"Tel Aviv, Israel",international,NA
500007388,https://www.documentcloud.org/documents/24151720-500007388,23,Mike Ross,"Ross, Mike",R000573,TRUE,AR,4,D,2012,Original,2012-02-18,2012-02-25,8,Fu Jen Catholic University,"Taipei, Taiwan",international,NA
500007389,https://www.documentcloud.org/documents/24151705-500007389,23,Barbara Lee,"Lee, Barbara",L000551,TRUE,CA,12,D,2012,Original,2012-02-17,2012-02-24,8,J Street Education Fund;Women Donors Network,"Jerusalem, Israel",international,NA
500007393,https://www.documentcloud.org/documents/24151704-500007393,20,Megan O'Donnell,"Rogers, Harold",R000395,FALSE,KY,5,R,2012,Original,2012-02-17,2012-02-21,5,Us Fish And Wildlife Service; International Conservation Caucus Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007395,https://www.documentcloud.org/documents/24151703-500007395,22,Erik Elam,"Young, Don",Y000033,FALSE,AK,0,R,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007397,https://www.documentcloud.org/documents/24151701-500007397,30,Eddie Bernice Johnson,"Johnson, Eddie Bernice",J000126,TRUE,TX,30,D,2012,Original,2012-02-17,2012-02-24,8,J Street Education Fund;Women Donors Network,"Tel Aviv, Israel",international,NA
500007400,NA,NA,Marilyn Dillihay,"Cohen, Steve",C001068,FALSE,TN,9,D,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007401,https://www.documentcloud.org/documents/24151713-500007401,8,Dwight Barry Londeree,"Moran, James P.",M000933,FALSE,VA,8,D,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007404,https://www.documentcloud.org/documents/24151718-500007404,18,Jeremy Haldeman,"Berman, Howard L.",B000410,FALSE,CA,28,D,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007408,https://www.documentcloud.org/documents/24151714-500007408,10,John Busovsky,"Thompson, Glenn",T000467,FALSE,PA,15,R,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007410,https://www.documentcloud.org/documents/24151710-500007410,21,Donna F. Edwards,"Edwards, Donna F.",E000290,TRUE,MD,4,D,2012,Original,2012-02-17,2012-02-24,8,J Street Education Fund;Women Donors Network,"Jerusalem, Israel",international,NA
500007411,https://www.documentcloud.org/documents/24151709-500007411,18,Joshua Willis,"Aderholt, Robert",A000055,FALSE,AL,4,R,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007414,https://www.documentcloud.org/documents/24151699-500007414,18,Kerry Donnelly,"Grimm, Michael G.",G000569,FALSE,NY,11,R,2012,Original,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007416,https://www.documentcloud.org/documents/24151697-500007416,24,Rochelle Dornatt,"Farr, Sam",F000030,FALSE,CA,20,D,2012,Amendment,2012-02-17,2012-02-23,7,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,"Liberia, Costa Rica; San Jose, Costa Rica",international,NA
500007417,https://www.documentcloud.org/documents/24151696-500007417,21,Gwen Moore,"Moore, Gwen",M001160,TRUE,WI,4,D,2012,Original,2012-02-17,2012-02-24,8,J Street Education Fund;Women Donors Network,"Jerusalem, Israel",international,NA
500007419,https://www.documentcloud.org/documents/24151694-500007419,20,Jerrold Nadler,"Nadler, Jerrold",N000002,TRUE,NY,12,D,2012,Original,2012-02-18,2012-02-26,9,Jewish Community Relations Council,"Tel Aviv, Israel",international,NA
500007423,https://www.documentcloud.org/documents/24151690-500007423,20,Eliot Engel,"Engel, Eliot L.",E000179,TRUE,NY,16,D,2012,Original,2012-02-18,2012-02-26,9,Jewish Community Relations Council;International Committee for the Preservation of Har Hazeitim,"Tel Aviv, Israel",international,NA
500007440,https://www.documentcloud.org/documents/24151675-500007440,18,Amirah S. Salaam,"Payne, Donald M.",P000604,FALSE,NJ,10,D,2012,Original,2012-02-09,2012-02-15,7,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey",international,NA
500007464,https://www.documentcloud.org/documents/24151653-500007464,13,Bruce Braley,"Braley, Bruce L.",B001259,TRUE,IA,1,D,2012,Original,2012-03-09,2012-03-15,7,The Greatest Generations Foundation,"Hagatna, GU; Los Angeles, CA; Iwo Jima, Japan",international,NA
500007466,https://www.documentcloud.org/documents/24151652-500007466,18,Tera Dahl,"Bachmann, Michele",B001256,FALSE,MN,6,R,2012,Original,2012-03-10,2012-03-16,7,Christian Association Of Nigeria,"Abuja, Nigeria",international,NA
500007467,https://www.documentcloud.org/documents/24151657-500007467,32,Jim Costa,"Costa, Jim",C001059,TRUE,CA,21,D,2012,Original,2012-03-13,2012-03-17,5,Transatlantic Policy Network,"Brussels, Belgium; Strasbourg, France",international,NA
500007475,https://www.documentcloud.org/documents/24151646-500007475,14,Ellen Y Dargie,"Whitfield, Ed",W000413,FALSE,KY,1,R,2012,Original,2012-03-09,2012-03-18,10,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey; Ohrid, Macedonia; Skopje, North Macedonia",international,NA
500007478,https://www.documentcloud.org/documents/24151644-500007478,14,Adam Hepburn,"Hanna, Richard L.",H001051,FALSE,NY,22,R,2012,Original,2012-03-09,2012-03-18,10,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey; Ohrid, Macedonia; Skopje, North Macedonia",international,NA
500007481,https://www.documentcloud.org/documents/24151642-500007481,13,Mary Hiratsuka,"Young, Don",Y000033,FALSE,AK,0,R,2012,Original,2012-03-09,2012-03-18,10,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey; Ohrid, Macedonia; Skopje, North Macedonia",international,NA
500007482,https://www.documentcloud.org/documents/24151641-500007482,14,Ed Perlmutter,"Perlmutter, Ed",P000593,TRUE,CO,7,D,2012,Original,2012-03-09,2012-03-15,7,The Greatest Generations Foundation,"Los Angeles, CA; Tamuning, GU; Iwo Jima, Japan",international,NA
500007483,https://www.documentcloud.org/documents/24151640-500007483,15,Hillary Moffett,"Boren, Dan",B001254,FALSE,OK,2,D,2012,Original,2012-03-09,2012-03-18,10,Turkish Coalition Of America,"Ankara, Turkey; Istanbul, Turkey; Ohrid, Macedonia; Skopje, North Macedonia",international,NA
