doc_id,document_link,cleaned_filer_names,member_name,state,party,year,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,country_is_donor,page_count,member_id,traveler_is_likely_member,district,filing_type,dom_or_int,notes
500027007,https://www.documentcloud.org/documents/24389556-500027007,John Lynch,"Costa, Jim",CA,D,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027035,https://www.documentcloud.org/documents/24389580-500027035,Christopher Ringer,"Duncan, Jeff",SC,R,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027045,https://www.documentcloud.org/documents/24389590-500027045,Leslie Shedd,"McCaul, Michael",TX,R,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027051,https://www.documentcloud.org/documents/24389596-500027051,Jordan Dickinson,"Kildee, Daniel",MI,D,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500020253,https://www.documentcloud.org/documents/24138592-500020253,Rachel Huggins,"Burgess, Michael",TX,R,2018,2018-08-25,2018-09-01,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500020264,https://www.documentcloud.org/documents/24138581-500020264,Corey Jacobson,"Lieu, Ted",CA,D,2018,2018-08-25,2018-09-01,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500020266,https://www.documentcloud.org/documents/24138579-500020266,Nicholas O'Boyle,"Estes, Ron",KS,R,2018,2018-08-25,2018-09-01,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500020277,https://www.documentcloud.org/documents/24138568-500020277,Sergio A. Espinosa,"Green, Gene",TX,D,2018,2018-08-25,2018-09-04,11,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500020285,https://www.documentcloud.org/documents/24138560-500020285,Carly Frame,"Boyle, Brendan",PA,D,2018,2018-08-25,2018-09-01,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500027064,https://www.documentcloud.org/documents/24389608-500027064,James Dolbow,"Scott, Austin",GA,R,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027076,https://www.documentcloud.org/documents/24389619-500027076,Kevin Diamond,"Blunt Rochester, Lisa",DE,D,2023,2023-08-27,2023-09-01,6,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027081,https://www.documentcloud.org/documents/24389624-500027081,Rolando Hernandez,"Green, Mark",TN,R,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027086,https://www.documentcloud.org/documents/24389629-500027086,Alec Daman,"Huizenga, Bill",MI,R,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027088,https://www.documentcloud.org/documents/24389631-500027088,Monique Bolsajian,"Lieu, Ted",CA,D,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027108,https://www.documentcloud.org/documents/24389650-500027108,Victoria Rivas,"Aguilar, Pete",CA,D,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500027122,https://www.documentcloud.org/documents/24389663-500027122,Danielle Lindholm,"Waters, Maxine",CA,D,2023,2023-08-27,2023-09-02,7,The Atlantic Council,Lithuania; Poland,yes,NA,NA,NA,NA,NA,NA,NA
500021396,https://www.documentcloud.org/documents/24137436-500021396,Christina Mahoney,"Cleaver, Emanuel",MO,D,2019,2019-05-25,2019-06-01,8,Atlantic Council Of The United States;Rockefeller Brothers Fund,"Belgrade, Serbia; Pristina, Kosovo; Tirana, Albania",no,NA,NA,NA,NA,NA,NA,NA
500021478,https://www.documentcloud.org/documents/24137358-500021478,Gabrielle Gould,"Engel, Eliot L.",NY,D,2019,2019-05-27,2019-06-01,6,Atlantic Council Of The United States;Rockefeller Brothers Fund,"Belgrade, Serbia; Pristina, Kosovo; Tirana, Albania",no,NA,NA,NA,NA,NA,NA,NA
500021501,https://www.documentcloud.org/documents/24412640-500021501,Melissa Bair,"Stivers, Steve",OH,R,2019,2019-05-27,2019-06-01,6,Atlantic Council Of The United States;Rockefeller Brothers Fund,"Belgrade, Serbia; Pristina, Kosovo; Tirana, Albania",no,NA,NA,NA,NA,NA,NA,NA
500022181,https://www.documentcloud.org/documents/24136429-500022181,Thomas Eager,"Schiff, Adam",CA,D,2019,2019-08-24,2019-08-31,8,Atlantic Council's Eurasia Center,Ukraine,no,NA,NA,NA,NA,NA,NA,NA
500022185,https://www.documentcloud.org/documents/24136426-500022185,Zachary Laven,"Schweikert, David",AZ,R,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022192,https://www.documentcloud.org/documents/24136418-500022192,Yuri Beckelman,"Takano, Mark",CA,D,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022195,https://www.documentcloud.org/documents/24136415-500022195,Angel Nigaglioni,"Serrano, Jose",NY,D,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022196,https://www.documentcloud.org/documents/24136414-500022196,Brieana Marticorena,"Porter, Katie",CA,D,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022201,https://www.documentcloud.org/documents/24136409-500022201,Sarah Miller,"Mast, Brian",FL,R,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022213,https://www.documentcloud.org/documents/24136397-500022213,Michael Lucier,"Wexton, Jennifer",VA,D,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022224,https://www.documentcloud.org/documents/24136388-500022224,Rachel Huggins,"Burgess, Michael",TX,R,2019,2019-09-12,2019-09-15,4,The Atlantic Council,"Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022243,https://www.documentcloud.org/documents/24136371-500022243,Michael McCabe,"Fitzpatrick, Brian",PA,R,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022244,https://www.documentcloud.org/documents/24136370-500022244,Laura Detter,"Perry, Scott",PA,R,2019,2019-08-24,2019-08-31,8,The Atlantic Council,"Kharkiv, Ukraine; Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022250,https://www.documentcloud.org/documents/24136364-500022250,Carly Frame,"Boyle, Brendan",PA,D,2019,2019-09-12,2019-09-15,4,The Atlantic Council,"Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500022258,https://www.documentcloud.org/documents/24136356-500022258,Nicholas O'Boyle,"Estes, Ron",KS,R,2019,2019-09-11,2019-09-15,5,Atlantic Council's Eurasia Center,"Kyiv, Ukraine",no,NA,NA,NA,NA,NA,NA,NA
500025908,https://www.documentcloud.org/documents/24132733-500025908,Guy Reschenthaler,"Reschenthaler, Guy",PA,R,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,53,NA,NA,NA,NA,NA,NA
500025911,https://www.documentcloud.org/documents/24132724-500025911,Kathy E. Manning,"Manning, Kathy",NC,D,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,40,NA,NA,NA,NA,NA,NA
500025919,https://www.documentcloud.org/documents/24132734-500025919,Larry Bucshon,"Bucshon, Larry",IN,R,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,39,NA,NA,NA,NA,NA,NA
500025921,https://www.documentcloud.org/documents/24132727-500025921,Ted Lieu,"Lieu, Ted",CA,D,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,39,NA,NA,NA,NA,NA,NA
500025934,https://www.documentcloud.org/documents/24132683-500025934,Ami Bera,"Bera, Ami",CA,D,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,40,NA,NA,NA,NA,NA,NA
500025997,https://www.documentcloud.org/documents/24132632-500025997,Chrissy Houlahan,"Houlahan, Chrissy",PA,D,2023,2023-02-18,2023-02-25,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,39,NA,NA,NA,NA,NA,NA
500026472,https://www.documentcloud.org/documents/24132211-500026472,Robin Chand,"Larsen, Rick",WA,D,2023,2023-05-27,2023-06-03,8,U.S. Association of Former Members of Congress; Sasakawa Peace Foundation Usa,Japan,yes,23,NA,NA,NA,NA,NA,NA
500026485,https://www.documentcloud.org/documents/24132212-500026485,Jesse Connolly,"Pingree, Chellie",ME,D,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,34,NA,NA,NA,NA,NA,NA
500026493,https://www.documentcloud.org/documents/24132213-500026493,Micah Ketchel,"Waltz, Michael",FL,R,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,22,NA,NA,NA,NA,NA,NA
500026495,https://www.documentcloud.org/documents/24132208-500026495,Patrick Mocete,"Kim, Young",CA,R,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,35,NA,NA,NA,NA,NA,NA
500026505,https://www.documentcloud.org/documents/24132183-500026505,Jessica Carter,"Newhouse, Dan",WA,R,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,22,NA,NA,NA,NA,NA,NA
500026521,https://www.documentcloud.org/documents/24132172-500026521,Mary Rosado,"Barr, Andy",KY,R,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,47,NA,NA,NA,NA,NA,NA
500026531,https://www.documentcloud.org/documents/24132173-500026531,Wendy Clerinx,"Tokuda, Jill",HI,D,2023,2023-05-27,2023-06-03,8,United States Association Of Former Members Of Congress;Sasakawa Peace Foundation Usa,Japan,yes,35,NA,NA,NA,NA,NA,NA
500025418,https://www.documentcloud.org/documents/24133225-500025418,Christopher Marklund,"Westerman, Bruce",AR,R,2022,2022-10-01,2022-10-08,8,The Atlantic Council,"Abu Dhabi, United Arab Emirates",yes,NA,NA,NA,NA,NA,NA,NA
500025421,https://www.documentcloud.org/documents/24133252-500025421,Daniel Dziadon,"Lucas, Frank",OK,R,2022,2022-10-01,2022-10-08,8,The Atlantic Council,"Abu Dhabi, United Arab Emirates",yes,NA,NA,NA,NA,NA,NA,NA
500025454,https://www.documentcloud.org/documents/24133232-500025454,Elle Ann Collins,"Brady, Kevin",TX,R,2022,2022-10-01,2022-10-08,8,The Atlantic Council,"Abu Dhabi, United Arab Emirates",yes,NA,NA,NA,NA,NA,NA,NA
500025473,https://www.documentcloud.org/documents/24133220-500025473,Richard A. O'Connell Jr.,"Calvert, Ken",CA,R,2022,2022-10-01,2022-10-08,8,The Atlantic Council,"Abu Dhabi, United Arab Emirates",yes,NA,NA,NA,NA,NA,NA,NA
500025498,https://www.documentcloud.org/documents/24133182-500025498,James Max Pedrotti,"Miller, Carol",WV,R,2022,2022-10-01,2022-10-08,8,The Atlantic Council,"Abu Dhabi, United Arab Emirates",yes,NA,NA,NA,NA,NA,NA,NA
500024555,https://www.documentcloud.org/documents/24134299-500024555,Scott Olson,"Schrader, Kurt",OR,D,2022,2022-05-20,2022-05-29,10,The Atlantic Council,"Ankara, Turkey; Istanbul, Turkey",yes,NA,NA,NA,NA,NA,NA,NA
500024557,https://www.documentcloud.org/documents/24134300-500024557,James Dolbow,"Scott, Austin",GA,R,2022,2022-05-21,2022-05-27,7,The Atlantic Council,"Ankara, Turkey; Istanbul, Turkey",yes,NA,NA,NA,NA,NA,NA,NA
500024561,https://www.documentcloud.org/documents/24134298-500024561,Zachary Laven,"Schweikert, David",AZ,R,2022,2022-05-21,2022-05-27,7,The Atlantic Council,"Ankara, Turkey; Istanbul, Turkey",yes,NA,NA,NA,NA,NA,NA,NA
500025260,https://www.documentcloud.org/documents/24133409-500025260,James Franklin Loomis III,"Murphy, Stephanie N.",FL,D,2022,2022-08-28,2022-09-03,7,The Atlantic Council,"Vilnius, Lithuania; Warsaw, Poland",yes,NA,NA,NA,NA,NA,NA,NA
500025276,https://www.documentcloud.org/documents/24133367-500025276,Gianluca Nigro,"Boyle, Brendan",PA,D,2022,2022-08-28,2022-09-03,7,The Atlantic Council,"Vilnius, Lithuania; Warsaw, Poland",yes,NA,NA,NA,NA,NA,NA,NA
500025302,https://www.documentcloud.org/documents/24133354-500025302,Benjamin Cooper,"Meeks, Gregory",NY,D,2022,2022-08-28,2022-09-03,7,The Atlantic Council,"Vilnius, Lithuania; Warsaw, Poland",yes,NA,NA,NA,NA,NA,NA,NA
500025303,https://www.documentcloud.org/documents/24133341-500025303,Caleb Kostreva,"Buck, Ken",CO,R,2022,2022-08-28,2022-09-03,7,The Atlantic Council,"Vilnius, Lithuania; Warsaw, Poland",yes,NA,NA,NA,NA,NA,NA,NA
500007499,https://www.documentcloud.org/documents/24151625-500007499,Earl Blumenauer,"Blumenauer, Earl",OR,D,2012,2012-03-30,2012-04-08,10,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007500,https://www.documentcloud.org/documents/24151624-500007500,Diana DeGette,"DeGette, Diana",CO,D,2012,2012-03-29,2012-04-05,8,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007522,https://www.documentcloud.org/documents/24151604-500007522,Jan Schakowsky,"Schakowsky, Janice",IL,D,2012,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007523,https://www.documentcloud.org/documents/24151603-500007523,Sam Farr,"Farr, Sam",CA,D,2012,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007528,https://www.documentcloud.org/documents/24151599-500007528,Bobby L. Rush,"Rush, Bobby L.",IL,D,2012,2012-03-30,2012-04-06,8,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007531,https://www.documentcloud.org/documents/24151596-500007531,Henry A. Waxman,"Waxman, Henry A.",CA,D,2012,2012-03-29,2012-04-05,8,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007533,https://www.documentcloud.org/documents/24151594-500007533,Nick J. Rahall,"Rahall, Nick J.",WV,D,2012,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007537,https://www.documentcloud.org/documents/24151592-500007537,Zoe Lofgren,"Lofgren, Zoe",CA,D,2012,2012-03-30,2012-04-08,10,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007545,https://www.documentcloud.org/documents/24151587-500007545,Steve Cohen,"Cohen, Steve",TN,D,2012,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500007549,https://www.documentcloud.org/documents/24151580-500007549,Rush Holt,"Holt, Rush",NJ,D,2012,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",no,NA,NA,NA,NA,NA,NA,NA
500008231,https://www.documentcloud.org/documents/24151060-500008231,Jim McDermott,"McDermott, Jim",WA,D,2012,2012-08-11,2012-08-16,6,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008236,https://www.documentcloud.org/documents/24151058-500008236,Jan Schakowsky,"Schakowsky, Janice",IL,D,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008237,https://www.documentcloud.org/documents/24151057-500008237,Maurice Hinchey,"Hinchey, Maurice D.",NY,D,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008238,https://www.documentcloud.org/documents/24151056-500008238,Tom Marino,"Marino, Tom",PA,R,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008240,https://www.documentcloud.org/documents/24151054-500008240,Tom Cole,"Cole, Tom",OK,R,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008241,https://www.documentcloud.org/documents/24151053-500008241,John A. Yarmuth,"Yarmuth, John A.",KY,D,2012,2012-08-12,2012-08-17,6,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008242,https://www.documentcloud.org/documents/24151052-500008242,Diana DeGette,"DeGette, Diana",CO,D,2012,2012-08-11,2012-08-21,11,Aspen Institute,"Brussels, Belgium; Paris, France",no,NA,NA,NA,NA,NA,NA,NA
500008244,https://www.documentcloud.org/documents/24151050-500008244,Lynn Woolsey,"Woolsey, Lynn C.",CA,D,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008255,https://www.documentcloud.org/documents/24151041-500008255,Anna Eshoo,"Eshoo, Anna",CA,D,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008262,https://www.documentcloud.org/documents/24151036-500008262,Steve Cohen,"Cohen, Steve",TN,D,2012,2012-08-09,2012-08-17,9,Aspen Institute,"Amsterdam, Netherlands; Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008265,https://www.documentcloud.org/documents/24151033-500008265,David E. Price,"Price, David E.",NC,D,2012,2012-08-07,2012-08-17,11,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008266,https://www.documentcloud.org/documents/24151032-500008266,Lloyd Doggett,"Doggett, Lloyd",TX,D,2012,2012-08-11,2012-08-21,11,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008268,https://www.documentcloud.org/documents/24151030-500008268,Loretta Sanchez,"Sanchez, Loretta",CA,D,2012,2012-08-11,2012-08-17,7,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008273,https://www.documentcloud.org/documents/24151026-500008273,Zoe Lofgren,"Lofgren, Zoe",CA,D,2012,2012-08-12,2012-08-17,6,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008285,https://www.documentcloud.org/documents/24151018-500008285,Gregory Meeks,"Meeks, Gregory",NY,D,2012,2012-08-13,2012-08-16,4,Aspen Institute,"Brussels, Belgium",no,NA,NA,NA,NA,NA,NA,NA
500008503,https://www.documentcloud.org/documents/24150893-500008503,Jerrold Nadler,"Nadler, Jerrold",NY,D,2012,2012-08-11,2012-08-20,10,Aspen Institute,"Brussels, Belgium; Paris, France",no,NA,NA,NA,NA,NA,NA,NA
500009028,https://www.documentcloud.org/documents/24150475-500009028,Jim McDermott,"McDermott, Jim",WA,D,2013,2013-02-16,2013-02-25,10,Aspen Institute,"New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009029,https://www.documentcloud.org/documents/24150474-500009029,Rush Holt,"Holt, Rush",NJ,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009039,https://www.documentcloud.org/documents/24150470-500009039,Rick Larsen,"Larsen, Rick",WA,D,2013,2013-02-16,2013-02-23,8,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009040,https://www.documentcloud.org/documents/24150469-500009040,Richard Hanna,"Hanna, Richard L.",NY,R,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009042,https://www.documentcloud.org/documents/24150468-500009042,Lloyd Doggett,"Doggett, Lloyd",TX,D,2013,2013-02-16,2013-02-26,11,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009048,https://www.documentcloud.org/documents/24150464-500009048,Bennie G. Thompson,"Thompson, Bennie",MS,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009066,https://www.documentcloud.org/documents/24150454-500009066,Steve Cohen,"Cohen, Steve",TN,D,2013,2013-02-15,2013-02-25,11,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009069,https://www.documentcloud.org/documents/24150453-500009069,John F. Tierney,"Tierney, John F.",MA,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009071,https://www.documentcloud.org/documents/24150452-500009071,Donna F. Edwards,"Edwards, Donna F.",MD,D,2013,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009082,https://www.documentcloud.org/documents/24150444-500009082,George Miller,"Miller, George",CA,D,2013,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India",no,NA,NA,NA,NA,NA,NA,NA
500009091,https://www.documentcloud.org/documents/24150435-500009091,Bobby L. Rush,"Rush, Bobby L.",IL,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009092,https://www.documentcloud.org/documents/24150431-500009092,Diana DeGette,"DeGette, Diana",CO,D,2013,2013-02-24,2013-02-25,2,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009096,https://www.documentcloud.org/documents/24150433-500009096,Zoe Lofgren,"Lofgren, Zoe",CA,D,2013,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009103,https://www.documentcloud.org/documents/24150425-500009103,Jim Costa,"Costa, Jim",CA,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009123,https://www.documentcloud.org/documents/24150415-500009123,Peter J. Roskam,"Roskam, Peter",IL,R,2013,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009125,https://www.documentcloud.org/documents/24150413-500009125,Jason Chaffetz,"Chaffetz, Jason",UT,R,2013,2013-02-16,2013-02-25,10,Aspen Institute,"Bangalore, India",no,NA,NA,NA,NA,NA,NA,NA
500009127,https://www.documentcloud.org/documents/24150411-500009127,Susan A. Davis,"Davis, Susan A.",CA,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009131,https://www.documentcloud.org/documents/24150407-500009131,David E. Price,"Price, David E.",NC,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India; New Delhi, India",no,NA,NA,NA,NA,NA,NA,NA
500009137,https://www.documentcloud.org/documents/24150404-500009137,Gerald Connolly,"Connolly, Gerald",VA,D,2013,2013-02-16,2013-02-24,9,Aspen Institute,"Bangalore, India",no,NA,NA,NA,NA,NA,NA,NA
500009207,https://www.documentcloud.org/documents/24150352-500009207,Earl Blumenauer,"Blumenauer, Earl",OR,D,2013,2013-03-29,2013-04-07,10,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009216,https://www.documentcloud.org/documents/24150344-500009216,Anna Eshoo,"Eshoo, Anna",CA,D,2013,2013-03-28,2013-04-07,11,Aspen Institute,"Istanbul, Turkey; Paris, France",no,NA,NA,NA,NA,NA,NA,NA
500009228,https://www.documentcloud.org/documents/24150340-500009228,Henry A. Waxman,"Waxman, Henry A.",CA,D,2013,2013-03-27,2013-04-07,12,Aspen Institute,"Istanbul, Turkey; Tel Aviv, Israel",no,NA,NA,NA,NA,NA,NA,NA
500009229,https://www.documentcloud.org/documents/24150339-500009229,Greg Walden,"Walden, Greg",OR,R,2013,2013-03-31,2013-04-07,8,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009231,https://www.documentcloud.org/documents/24150337-500009231,Tom Cole,"Cole, Tom",OK,R,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009232,https://www.documentcloud.org/documents/24150336-500009232,Jim McDermott,"McDermott, Jim",WA,D,2013,2013-04-02,2013-04-05,4,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009234,https://www.documentcloud.org/documents/24150330-500009234,Theodore Deutch,"Deutch, Theodore E.",FL,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009235,https://www.documentcloud.org/documents/24150329-500009235,Lucille Roybal-Allard,"Roybal-Allard, Lucille",CA,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009241,https://www.documentcloud.org/documents/24150333-500009241,Barbara Lee,"Lee, Barbara",CA,D,2013,2013-04-01,2013-04-06,6,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009244,https://www.documentcloud.org/documents/24150319-500009244,Lois Capps,"Capps, Lois",CA,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009245,https://www.documentcloud.org/documents/24150318-500009245,Sam Farr,"Farr, Sam",CA,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009249,https://www.documentcloud.org/documents/24150323-500009249,Fred Upton,"Upton, Fred",MI,R,2013,2013-03-31,2013-04-08,9,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009250,https://www.documentcloud.org/documents/24150322-500009250,Zoe Lofgren,"Lofgren, Zoe",CA,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
500009261,https://www.documentcloud.org/documents/24150307-500009261,Jan Schakowsky,"Schakowsky, Janice",IL,D,2013,2013-04-01,2013-04-07,7,Aspen Institute,"Istanbul, Turkey",no,NA,NA,NA,NA,NA,NA,NA
